Time,Temp_C,Vib_Mag_g,X_g,Y_g,Z_g,Sound_dBr
13:18:01,27.4375,1.0571657804264607,-0.07421875,-0.26953125,1.01953125,-90
13:18:03,27.4375,1.0546875,-0.078125,-0.2734375,1.015625,-90
13:18:06,27.4375,1.0584495981187827,-0.078125,-0.2734375,1.01953125,-16.434526764861875
13:18:08,27.4375,1.0568987236766705,-0.0703125,-0.26953125,1.01953125,-19.494460916817186
13:18:10,27.375,1.0579016418311593,-0.0703125,-0.2734375,1.01953125,-90
13:18:12,27.4375,1.0574471996644206,-0.078125,-0.26953125,1.01953125,-14.690095958105795
13:18:15,27.4375,1.0615086137706915,-0.08203125,-0.26953125,1.0234375,-19.494460916817186
13:18:17,27.4375,1.0584495981187827,-0.078125,-0.2734375,1.01953125,-90
13:18:19,27.4375,1.050926453722054,-0.078125,-0.2734375,1.01171875,-90
13:18:21,27.4375,1.0584495981187827,-0.078125,-0.2734375,1.01953125,-90
13:18:23,27.4375,1.0568987236766705,-0.0703125,-0.26953125,1.01953125,-16.434526764861875
